Breed,Image File Name,Image File Path,Image Size (KB),Download Time,Resolution,Image Format,Source URL,Status,Dominant Color
Pug,image_24.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_24.jpg,49.88,3/26/2025 0:38,675x900,JPEG,https://www.pinterest.com/pin/906138387527820334/,Success,#ffffff
Pug,image_25.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_25.jpg,154.17,3/26/2025 0:39,673x1196,JPEG,https://www.pinterest.com/pin/906138387528258729/,Success,#e6c6d7
Pug,image_26.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_26.jpg,50.27,3/26/2025 0:39,564x752,JPEG,https://www.pinterest.com/pin/906138387528028039/,Success,#ffffff
Pug,image_27.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_27.jpg,47.35,3/26/2025 0:39,720x899,JPEG,https://www.pinterest.com/pin/906138387528141266/,Success,#e1f1fe
Pug,image_28.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_28.jpg,49.53,3/26/2025 0:40,720x720,JPEG,https://www.pinterest.com/pin/906138387527961421/,Success,#111d1b
Pug,image_29.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_29.jpg,99.23,3/26/2025 0:40,736x981,JPEG,https://www.pinterest.com/pin/19562579625365625/,Success,#a29a87
Pug,image_30.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_30.jpg,56.3,3/26/2025 0:40,473x841,JPEG,https://www.pinterest.com/pin/906138387527685868/,Success,#29485a
Pug,image_31.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_31.jpg,23.16,3/26/2025 0:40,236x419,JPEG,https://www.pinterest.com/pin/935552522596672778/,Success,#c4b397
Pug,image_32.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_32.jpg,99.03,3/26/2025 0:41,735x917,JPEG,https://www.pinterest.com/pin/191614159139316601/,Success,#94c8f7
Pug,image_33.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_33.jpg,78.14,3/26/2025 0:41,720x960,JPEG,https://www.pinterest.com/pin/906138387527961454/,Success,#12192b
Pug,image_34.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_34.jpg,139.49,3/26/2025 0:41,736x1288,JPEG,https://www.pinterest.com/pin/870250327998492094/,Success,#6d4e39
Pug,image_35.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_35.jpg,56.99,3/26/2025 0:41,720x720,JPEG,https://www.pinterest.com/pin/906138387527549839/,Success,#ffffff
Pug,image_36.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_36.jpg,16.12,3/26/2025 0:41,236x295,JPEG,https://www.pinterest.com/pin/7177680650348102/,Success,#ffffff
Pug,image_37.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_37.jpg,81.62,3/26/2025 0:42,720x881,JPEG,https://www.pinterest.com/pin/906138387528174713/,Success,#121117
Pug,image_38.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_38.jpg,118.23,3/26/2025 0:42,720x960,JPEG,https://www.pinterest.com/pin/906138387528258821/,Success,#c79475
Pug,image_39.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_39.jpg,14.91,3/26/2025 0:42,235x355,JPEG,https://www.pinterest.com/pin/19914423347242980/,Success,#010101
Pug,image_40.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_40.jpg,48.84,3/26/2025 0:42,526x701,JPEG,https://www.pinterest.com/pin/906138387527631234/,Success,#255da8
Pug,image_41.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_41.jpg,88.23,3/26/2025 0:43,736x1308,JPEG,https://www.pinterest.com/pin/712765078560956181/,Success,#88806b
Pug,image_42.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_42.jpg,49.74,3/26/2025 0:43,636x960,JPEG,https://www.pinterest.com/pin/906138387527476853/,Success,#010101
Pug,image_43.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_43.jpg,45.51,3/26/2025 0:43,720x960,JPEG,https://www.pinterest.com/pin/246361042112966920/,Success,#4b5557
Pug,image_44.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_44.jpg,58.52,3/26/2025 0:43,715x839,JPEG,https://www.pinterest.com/pin/248753579413019214/,Success,#d7e0df
Pug,image_45.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_45.jpg,59.59,3/26/2025 0:44,720x860,JPEG,https://www.pinterest.com/pin/906138387528068430/,Success,#d0cfcb
Pug,image_46.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_46.jpg,65.23,3/26/2025 0:44,700x1222,JPEG,https://www.pinterest.com/pin/481463016435182230/,Success,#8c8481
Pug,image_47.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_47.jpg,27.27,3/26/2025 0:45,480x720,JPEG,https://www.pinterest.com/pin/906138387527979490/,Success,#e8e8e8
Pug,image_48.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_48.jpg,75.43,3/26/2025 0:45,736x736,JPEG,https://www.pinterest.com/pin/211174977921364/,Success,#b09367
Pug,image_49.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_49.jpg,47.17,3/26/2025 0:45,720x960,JPEG,https://www.pinterest.com/pin/906138387527891847/,Success,#e9ebea
Pug,image_50.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_50.jpg,111.75,3/26/2025 0:46,720x900,JPEG,https://www.pinterest.com/pin/906138387527667601/,Success,#7da9e6
Pug,image_51.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_51.jpg,22.7,3/26/2025 0:46,236x419,JPEG,https://www.pinterest.com/pin/586453182762146836/,Success,#d8d8d8
Pug,image_52.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_52.jpg,74.27,3/26/2025 0:46,720x892,JPEG,https://www.pinterest.com/pin/906138387528300620/,Success,#bd9c7b
Pug,image_53.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_53.jpg,15.62,3/26/2025 0:46,236x314,JPEG,https://www.pinterest.com/pin/36732553206559964/,Success,#4b5668
Pug,image_54.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_54.jpg,48.94,3/26/2025 0:46,564x846,JPEG,https://www.pinterest.com/pin/906138387527979496/,Success,#91634b
Pug,image_55.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_55.jpg,43.41,3/26/2025 0:47,720x960,JPEG,https://www.pinterest.com/pin/906138387527891914/,Success,#0e0c0d
Pug,image_56.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_56.jpg,88.54,3/26/2025 0:47,720x884,JPEG,https://www.pinterest.com/pin/906138387528195367/,Success,#352f2f
Pug,image_57.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_57.jpg,12.54,3/26/2025 0:47,236x420,JPEG,https://www.pinterest.com/pin/463800461637194403/,Success,#c1cbca
Pug,image_58.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_58.jpg,9.75,3/26/2025 0:47,236x264,JPEG,https://www.pinterest.com/pin/602708362668377552/,Success,#ada5a3
Pug,image_59.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_59.jpg,14.68,3/26/2025 0:48,236x419,JPEG,https://www.pinterest.com/pin/143552306886128048/,Success,#56575c
Pug,image_60.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_60.jpg,19.59,3/26/2025 0:48,236x286,JPEG,https://www.pinterest.com/pin/965107395140325755/,Success,#6dcdff
Pug,image_61.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_61.jpg,74.06,3/26/2025 0:48,720x900,JPEG,https://www.pinterest.com/pin/7177680651410056/,Success,#ffffff
Pug,image_62.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_62.jpg,59.48,3/26/2025 0:48,680x649,JPEG,https://www.pinterest.com/pin/16255248649745374/,Success,#221817
Pug,image_63.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_63.jpg,70.04,3/26/2025 0:48,721x960,JPEG,https://www.pinterest.com/pin/906138387528174728/,Success,#040813
Pug,image_64.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_64.jpg,12.69,3/26/2025 0:49,235x290,JPEG,https://www.pinterest.com/pin/19984792092113592/,Success,#e7e5e6
Pug,image_65.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_65.jpg,16.16,3/26/2025 0:49,236x334,JPEG,https://www.pinterest.com/pin/69454019246990335/,Success,#9c9da1
Pug,image_66.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_66.jpg,78.32,3/26/2025 0:49,720x900,JPEG,https://www.pinterest.com/pin/221450506759014839/,Success,#b3b3b1
Pug,image_67.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_67.jpg,79.98,3/26/2025 0:50,720x960,JPEG,https://www.pinterest.com/pin/906138387528300584/,Success,#1b1b1b
Pug,image_68.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_68.jpg,28.82,3/26/2025 0:50,236x443,JPEG,https://www.pinterest.com/pin/2392606047513054/,Success,#706957
Pug,image_69.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_69.jpg,58.54,3/26/2025 0:50,720x960,JPEG,https://www.pinterest.com/pin/906138387528068437/,Success,#0d0c12
Pug,image_70.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_70.jpg,68.68,3/26/2025 0:50,720x960,JPEG,https://www.pinterest.com/pin/906138387528195264/,Success,#aeaeae
Pug,image_71.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_71.jpg,38.05,3/26/2025 0:50,720x900,JPEG,https://www.pinterest.com/pin/906138387527910235/,Success,#dcdcda
Pug,image_72.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_72.jpg,58.33,3/26/2025 0:51,474x711,JPEG,https://www.pinterest.com/pin/906138387527923220/,Success,#020b0a
Pug,image_73.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_73.jpg,90.43,3/26/2025 0:51,736x1308,JPEG,https://www.pinterest.com/pin/397724210861991339/,Success,#000000
Pug,image_74.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_74.jpg,36,3/26/2025 0:51,236x419,JPEG,https://www.pinterest.com/pin/935552522596377654/,Success,#86955c
Pug,image_75.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_75.jpg,50.13,3/26/2025 0:51,526x591,JPEG,https://www.pinterest.com/pin/638596422197310620/,Success,#c4c4ba
Pug,image_76.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_76.jpg,124.03,3/26/2025 0:52,736x783,JPEG,https://www.pinterest.com/pin/906138387528174704/,Success,#7f816c
Pug,image_77.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_77.jpg,89.79,3/26/2025 0:52,720x1280,JPEG,https://www.pinterest.com/pin/906138387528258805/,Success,#020107
Pug,image_78.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_78.jpg,133.29,3/26/2025 0:52,720x1075,JPEG,https://www.pinterest.com/pin/906138387527631211/,Success,#7a7a82
Pug,image_79.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_79.jpg,22.81,3/26/2025 0:52,236x295,JPEG,https://www.pinterest.com/pin/662240320226972912/,Success,#af9d93
Pug,image_80.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_80.jpg,72.81,3/26/2025 0:53,678x900,JPEG,https://www.pinterest.com/pin/906138387527775186/,Success,#2d0f17
Pug,image_81.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_81.jpg,53.21,3/26/2025 0:53,720x898,JPEG,https://www.pinterest.com/pin/519884350756180944/,Success,#f7ffff
Pug,image_82.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_82.jpg,106.79,3/26/2025 0:54,736x1308,JPEG,https://www.pinterest.com/pin/898608931901713881/,Success,#323d43
Pug,image_83.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_83.jpg,75.06,3/26/2025 0:54,720x900,JPEG,https://www.pinterest.com/pin/906138387527775150/,Success,#000000
Pug,image_84.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_84.jpg,103.36,3/26/2025 0:54,720x1280,JPEG,https://www.pinterest.com/pin/906138387528300640/,Success,#b5b5bd
Pug,image_85.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_85.jpg,28.58,3/26/2025 0:54,564x564,JPEG,https://www.pinterest.com/pin/106538347430115638/,Success,#8c5b4d
Pug,image_86.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_86.jpg,51.26,3/26/2025 0:54,720x956,JPEG,https://www.pinterest.com/pin/906138387528028001/,Success,#302b2f
Pug,image_87.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_87.jpg,18.61,3/26/2025 0:55,236x270,JPEG,https://www.pinterest.com/pin/367395282119485012/,Success,#d4d3d8
Pug,image_88.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_88.jpg,93.01,3/26/2025 0:55,735x917,JPEG,https://www.pinterest.com/pin/191614159139306711/,Success,#88cbff
Pug,image_89.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_89.jpg,37.99,3/26/2025 0:55,450x600,JPEG,https://www.pinterest.com/pin/56435801576645488/,Success,#fdfdfd
Pug,image_90.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_90.jpg,42.9,3/26/2025 0:55,720x715,JPEG,https://www.pinterest.com/pin/906138387527631260/,Success,#f0e0d0
Pug,image_91.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_91.jpg,32.78,3/26/2025 0:55,457x577,JPEG,https://www.pinterest.com/pin/638596422197310440/,Success,#98989a
Pug,image_92.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_92.jpg,63.41,3/26/2025 0:55,720x900,JPEG,https://www.pinterest.com/pin/906138387527685872/,Success,#525963
Pug,image_93.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_93.jpg,45.62,3/26/2025 0:56,675x900,JPEG,https://www.pinterest.com/pin/906138387527549882/,Success,#8d7a6c
Pug,image_94.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_94.jpg,14.17,3/26/2025 0:56,236x236,JPEG,https://www.pinterest.com/pin/10836855345730486/,Success,#c2c3c7
Pug,image_95.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_95.jpg,83.1,3/26/2025 0:56,720x1280,JPEG,https://www.pinterest.com/pin/906138387527910299/,Success,#ced1d6
Pug,image_96.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_96.jpg,56.72,3/26/2025 0:56,720x720,JPEG,https://www.pinterest.com/pin/906138387527854633/,Success,#2f2f2d
Pug,image_97.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_97.jpg,10.49,3/26/2025 0:56,236x295,JPEG,https://www.pinterest.com/pin/13792342603045489/,Success,#f9faff
Pug,image_98.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_98.jpg,51.97,3/26/2025 0:56,720x959,JPEG,https://www.pinterest.com/pin/906138387528027971/,Success,#ffffff
Pug,image_99.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_99.jpg,10.93,3/26/2025 0:56,236x331,JPEG,https://www.pinterest.com/pin/827606869043070444/,Success,#ffffff
Pug,image_100.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_100.jpg,73.71,3/26/2025 0:57,723x1285,JPEG,https://www.pinterest.com/pin/906138387527854614/,Success,#c4c8c7
Pug,image_101.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_101.jpg,27.65,3/26/2025 0:57,507x640,JPEG,https://www.pinterest.com/pin/787355947389851830/,Success,#a5a7a4
Pug,image_102.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_102.jpg,60.8,3/26/2025 0:57,736x981,JPEG,https://www.pinterest.com/pin/114982596730852295/,Success,#c4ae96
Pug,image_103.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_103.jpg,18.61,3/26/2025 0:57,236x354,JPEG,https://www.pinterest.com/pin/5277724559208093/,Success,#ffffff
Pug,image_104.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_104.jpg,69.41,3/26/2025 0:58,736x920,JPEG,https://www.pinterest.com/pin/7177680651481864/,Success,#0f1410
Pug,image_105.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_105.jpg,14.91,3/26/2025 0:58,236x315,JPEG,https://www.pinterest.com/pin/11470174046135918/,Success,#29201b
Pug,image_106.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_106.jpg,65.83,3/26/2025 0:58,720x960,JPEG,https://www.pinterest.com/pin/906138387528141269/,Success,#c5c0ac
Pug,image_107.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_107.jpg,44.3,3/26/2025 0:58,564x751,JPEG,https://www.pinterest.com/pin/906138387528028047/,Success,#ffffff
Pug,image_108.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_108.jpg,99.81,3/26/2025 0:58,736x1308,JPEG,https://www.pinterest.com/pin/69876231727656767/,Success,#bfad99
Pug,image_109.jpg,D:\university\sem 8\Data\Final Project\Project_P2_810100207_810100247_810102480\database\pinterest_dogs\Pug\image_109.jpg,20.77,3/26/2025 0:58,236x419,JPEG,https://www.pinterest.com/pin/736338607862407291/,Success,#c2bfb6
